Body_style,City,Class,Color,Fuel,Km,Link,Make,Model,Price,Title,Transmission,Used_since
,Al Shorouk,,Silver,gas,"35,000 Km",https://eg.hatla2ee.com/en/car/suzuki/maruti/7001821,Suzuki,Maruti,155000,Used Suzuki Maruti 2011 for sale Al Shorouk,manual,2011
Hatchback,Faiyum,,Other,gas,"400,000 Km",https://eg.hatla2ee.com/en/car/citroen/ax/7001822,Citroën,Ax,95000,Used Citroën Ax 1994 for sale Faiyum,manual,1994
Hatchback,Tagamo3 - New Cairo,,Blue,gas,"173,000 Km",https://eg.hatla2ee.com/en/car/ford/fiesta/7001820,Ford,Fiesta,470000,Used Ford Fiesta 2013 for sale Tagamo3 - New Cairo,automatic,2013
,Mokattam,,Mocha,gas,"180,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/cruze/7001831,Chevrolet,Cruze,500000,Used Chevrolet Cruze 2015 for sale Mokattam,automatic,2015
,Khanka,,Red,gas,"166,000 Km",https://eg.hatla2ee.com/en/car/renault/logan/7001832,Renault,Logan,295000,Used Renault Logan 2013 for sale Khanka,manual,2013
,Tagamo3 - New Cairo,,Petroleum,gas,"150,000 Km",https://eg.hatla2ee.com/en/car/chery/Tiggo3/7001857,Chery,Tiggo 3,545000,Used Chery Tiggo 3 2019 for sale Tagamo3 - New Cairo,automatic,2019
Sedan,Cairo,,Green,gas,"450,000 Km",https://eg.hatla2ee.com/en/car/daewoo/lanos/7001854,Daewoo,Lanos,220000,Used Daewoo Lanos 2000 for sale Cairo,manual,2000
,Cairo,,White,gas,0 Km,https://eg.hatla2ee.com/en/car/seat/ibiza/7001858,Seat,Ibiza,160000,Used Seat Ibiza 1994 for sale Cairo,manual,1994
,El Haram,,Silver,natural gas,"460,000 Km",https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/7001861,Daewoo,Nubira 2,210000,Used Daewoo Nubira 2 2002 for sale El Haram,manual,2002
,Heliopolis,,Black,gas,"120,000 Km",https://eg.hatla2ee.com/en/car/peugeot/301/7001862,Peugeot,301,695000,Used Peugeot 301 2021 for sale Heliopolis,automatic,2021
,Alexandria,,Silver,gas,"155,000 Km",https://eg.hatla2ee.com/en/car/kia/picanto/7001679,Kia,Picanto,430000,Used Kia Picanto 2011 for sale Alexandria,automatic,2011
Sedan,Alexandria,,Dark red,gas,"83,000 Km",https://eg.hatla2ee.com/en/car/renault/logan/7001864,Renault,Logan,550000,Renault Logan 2019,automatic,2019
,Sheikh Zayed City,,Green,gas,"235,000 Km",https://eg.hatla2ee.com/en/car/peugeot/405/7000983,Peugeot,405,180000,Used Peugeot 405 2001 for sale Sheikh Zayed City,manual,2001
,Cairo,,Dark green,gas,"250,000 Km",https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Crystala/7001868,Mitsubishi,Lancer Crystala,280000,Used Mitsubishi Lancer Crystala 1998 for sale Cairo,automatic,1998
,Sharqia,,Dark grey,gas,"15,000 Km",https://eg.hatla2ee.com/en/car/hyundai/Elantra-AD/7001870,Hyundai,Elantra AD,850000,Used Hyundai Elantra AD 2025 for sale Sharqia,automatic,2025
,Cairo,,Silver,gas,"93,000 Km",https://eg.hatla2ee.com/en/car/renault/duster/7001871,Renault,Duster,750000,Used Renault Duster 2018 for sale Cairo,automatic,2018
Hatchback,Tagamo3 - New Cairo,,Red,gas,"138,000 Km",https://eg.hatla2ee.com/en/car/speranza/a113/7001875,Speranza,A113,210000,Used Speranza A113 2013 for sale Tagamo3 - New Cairo,manual,2013
,Cairo,,Silver,gas,"250,000 Km",https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/7001874,Daewoo,Nubira 2,300000,Used Daewoo Nubira 2 2002 for sale Cairo,automatic,2002
,Beheira,,Silver,gas,"140,000 Km",https://eg.hatla2ee.com/en/car/peugeot/307/7001876,Peugeot,307,350000,Used Peugeot 307 2003 for sale Beheira,manual,2003
,Heliopolis,,Silver,gas,"190,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/aveo/7001884,Chevrolet,Aveo,385000,Used Chevrolet Aveo 2015 for sale Heliopolis,automatic,2015
,Heliopolis,,Black,gas,"150,000 Km",https://eg.hatla2ee.com/en/car/byd/f3/7001886,Byd,F3,445000,Used Byd F3 2021 for sale Heliopolis,manual,2021
,Giza,,Blue,gas,"350,000 Km",https://eg.hatla2ee.com/en/car/fiat/puntu/7001889,Fiat,Punto,190000,Used Fiat Punto 2000 for sale Giza,manual,2000
Sedan,Cairo,,Dark blue,gas,"264,441 Km",https://eg.hatla2ee.com/en/car/bmw/316/7001896,BMW,316,890000,BMW 316 used for sale,automatic,2014
,Dyarb Negm,,Orange,gas,"136,000 Km",https://eg.hatla2ee.com/en/car/jac/s2/7001899,Jac,S2,460000,Used Jac S2 2017 for sale Dyarb Negm,automatic,2017
,Obour City,,Silver,gas,"6,800 Km",https://eg.hatla2ee.com/en/car/byd/f3/6960306,Byd,F3,645000,Used Byd F3 2025 for sale Obour City,automatic,2025
,Mokattam,,Silver,gas,"189,000 Km",https://eg.hatla2ee.com/en/car/ssang-yong/Tivoli/7001901,Ssang Yong,Tivoli,710000,Used Ssang Yong Tivoli 2018 for sale Mokattam,automatic,2018
,Giza,,Blue,gas,0 Km,https://eg.hatla2ee.com/en/car/fiat/ritmo/7001909,Fiat,Ritmo,85000,Used Fiat Ritmo 1983 for sale Giza,manual,1983
Sedan,Giza,,Silver,gas,"260,000 Km",https://eg.hatla2ee.com/en/car/hyundai/avante/7001914,Hyundai,Avante,430000,Used Hyundai Avante 2004 for sale Giza,automatic,2004
,6 October,,White,gas,"60,000 Km",https://eg.hatla2ee.com/en/car/renault/sandero-step-way/6999654,Renault,Sandero Step Way,700000,Used Renault Sandero Step Way 2022 for sale 6 October,automatic,2022
,Nasr city,,Silver,gas,"90,000 Km",https://eg.hatla2ee.com/en/car/suzuki/ciaz/6999676,Suzuki,Ciaz,760000,Used Suzuki Ciaz 2022 for sale Nasr city,automatic,2022
,Kom Hamada,,Silver,gas,"192,000 Km",https://eg.hatla2ee.com/en/car/nissan/sunny/6999681,Nissan,Sunny,265000,Used Nissan Sunny 1999 for sale Kom Hamada,manual,1999
Sedan,Obour City,,Black,gas,"162,000 Km",https://eg.hatla2ee.com/en/car/hyundai/elantra/7001920,Hyundai,Elantra,550000,Used Hyundai Elantra 2011 for sale Obour City,automatic,2011
,Nasr city,,Red,gas,"278,000 Km",https://eg.hatla2ee.com/en/car/toyota/yaris/7001285,Toyota,Yaris,430000,Used Toyota Yaris 2007 for sale Nasr city,automatic,2007
,Mohandessin,,Brown,gas,"140,000 Km",https://eg.hatla2ee.com/en/car/kia/carens/7001682,Kia,Carens,950000,Used Kia Carens 2015 for sale Mohandessin,automatic,2015
,Alexandria,,Red,gas,"60,000 Km",https://eg.hatla2ee.com/en/car/renault/logan/7001932,Renault,Logan,480000,Used Renault Logan 2021 for sale Alexandria,automatic,2021
Sedan,Al Shorouk,,Silver,gas,"50,000 Km",https://eg.hatla2ee.com/en/car/nissan/sunny/7001938,Nissan,Sunny,625000,Used Nissan Sunny 2022 for sale Al Shorouk,automatic,2022
,Banha,,Cyan,gas,"250,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/optra/7001944,Chevrolet,Optra,395000,Used Chevrolet Optra 2010 for sale Banha,automatic,2010
,Maadi,,Gray,gas,"180,000 Km",https://eg.hatla2ee.com/en/car/byd/f3/7001948,Byd,F3,480000,Used Byd F3 2021 for sale Maadi,manual,2021
,Sharqia,,Silver,gas,0 Km,https://eg.hatla2ee.com/en/car/jac/s3/7001947,Jac,S3,300000,Used Jac S3 2015 for sale Sharqia,automatic,2015
SUV,Madinaty,,Silver,gas,"220,000 Km",https://eg.hatla2ee.com/en/car/renault/duster/7001338,Renault,Duster,795000,Used Renault Duster 2022 for sale Madinaty,automatic,2022
,Heliopolis,,White,gas,"182,000 Km",https://eg.hatla2ee.com/en/car/ford/focus/6999708,Ford,Focus,500000,Used Ford Focus 2014 for sale Heliopolis,automatic,2014
Sedan,Tanta,,Other,gas,"283,000 Km",https://eg.hatla2ee.com/en/car/renault/megane/7001974,Renault,Megane,285000,Used Renault Megane 2005 for sale Tanta,automatic,2005
,Faiyum,,Green,gas,"278,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/optra/7001978,Chevrolet,Optra,330000,Used Chevrolet Optra 2005 for sale Faiyum,automatic,2005
,6 October,,Gray,gas,"240,000 Km",https://eg.hatla2ee.com/en/car/nissan/sunny/7001984,Nissan,Sunny,530000,Used Nissan Sunny 2019 for sale 6 October,automatic,2019
Sedan,Cairo,,Dark red,gas,"226,000 Km",https://eg.hatla2ee.com/en/car/honda/civic/7001986,Honda,Civic,630000,Used Honda Civic 2010 for sale Cairo,automatic,2010
,Madinaty,,Champagne,gas,"61,000 Km",https://eg.hatla2ee.com/en/car/moris-garage/mg-5/7001994,MG,5,850000,Used MG 5 2021 for sale Madinaty,automatic,2021
MiniVans,Heliopolis,,Dark grey,gas,"109,000 Km",https://eg.hatla2ee.com/en/car/peugeot/5008/7001992,Peugeot,5008,1550000,Peugeot 5008 2020 Allure Plus,automatic,2020
,Nasr city,,Dark red,gas,"195,000 Km",https://eg.hatla2ee.com/en/car/toyota/corolla/7002005,Toyota,Corolla,310000,Used Toyota Corolla 1999 for sale Nasr city,manual,1999
,Madinaty,,Other,gas,"56,000 Km",https://eg.hatla2ee.com/en/car/audi/a5/7002003,Audi,A5,3100000,Used Audi A5 2024 for sale Madinaty,automatic,2024
,Cairo,,Silver,gas,"120,000 Km",https://eg.hatla2ee.com/en/car/skoda/Octavia-A5/7002011,Skoda,Octavia A5,555000,Used Skoda Octavia A5 2008 for sale Cairo,manual,2008
Sedan,Alexandria,,Dark grey,gas,"105,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/optra/6990853,Chevrolet,Optra,530000,Used Chevrolet Optra 2019 for sale Alexandria,automatic,2019
,Gharbia,,Dark blue,gas,"120,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/lanos2/7001892,Chevrolet,Lanos,350000,Used Chevrolet Lanos 2015 for sale Gharbia,manual,2015
,Sheikh Zayed City,,Red,gas,"60,000 Km",https://eg.hatla2ee.com/en/car/byd/f3/7001887,Byd,F3,510000,Used Byd F3 2021 for sale Sheikh Zayed City,manual,2021
,Zagazig,,Gold,gas,"154,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/optra/7002020,Chevrolet,Optra,420000,Used Chevrolet Optra 2008 for sale Zagazig,automatic,2008
,Cairo,,Dark grey,gas,"146,000 Km",https://eg.hatla2ee.com/en/car/hyundai/IX-35/7002023,Hyundai,IX 35,975000,Used Hyundai IX 35 2016 for sale Cairo,automatic,2016
SUV,Cairo,,White,gas,,https://eg.hatla2ee.com/en/new-car/imported/chery/Tiggo-8-Pro/7002027,Chery,Tiggo 8 Pro,1385000,Imported new Chery Tiggo 8 Pro 2023 for sale Cairo,automatic,2023
Hatchback,Alexandria,,Red,gas,"18,000 Km",https://eg.hatla2ee.com/en/car/skoda/felicia/7002033,Skoda,Felicia,125000,Used Skoda Felicia 1995 for sale Alexandria,manual,1995
,Nasr city,,Silver,gas,"180,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/optra/7002041,Chevrolet,Optra,445000,Used Chevrolet Optra 2012 for sale Nasr city,automatic,2012
,Sohag,,Gray,gas,"46,500 Km",https://eg.hatla2ee.com/en/car/toyota/corolla/7002029,Toyota,Corolla,1320000,Used Toyota Corolla 2022 for sale Sohag,automatic,2022
Sedan,6 October,,Petroleum,gas,"6,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/optra/7002040,Chevrolet,Optra,780000,Used Chevrolet Optra 2025 for sale 6 October,automatic,2025
Sedan,Giza,,Silver,gas,"290,000 Km",https://eg.hatla2ee.com/en/car/volks-wagen/jetta/7002043,Volkswagen,Jetta,550000,Used Volkswagen Jetta 2008 for sale Giza,automatic,2008
,Zagazig,,Gray,gas,"150,000 Km",https://eg.hatla2ee.com/en/car/skoda/Octavia-A7/7002044,Skoda,Octavia A7,910000,Used Skoda Octavia A7 2015 for sale Zagazig,automatic,2015
Sedan,Monufia,,Silver,gas,"200,000 Km",https://eg.hatla2ee.com/en/car/kia/cerato/7002051,Kia,Cerato,800000,Used Kia Cerato 2017 for sale Monufia,automatic,2017
,Beheira,,Gray,gas,"136,000 Km",https://eg.hatla2ee.com/en/car/hyundai/Tucson-GDI/6999202,Hyundai,Tucson GDI,1050000,Used Hyundai Tucson GDI 2018 for sale Beheira,automatic,2018
,Cairo,,Gray,gas,"260,000 Km",https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/7002053,Mitsubishi,Lancer Puma,630000,Used Mitsubishi Lancer Puma 2013 for sale Cairo,automatic,2013
Sedan,Hurghada,,Red,gas,"201,000 Km",https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/7002073,Mitsubishi,Lancer Puma,500000,Used Mitsubishi Lancer Puma 2009 for sale Hurghada,automatic,2009
,Cairo,,Dark red,gas,"130,000 Km",https://eg.hatla2ee.com/en/car/kia/cerato/7002078,Kia,Cerato,895000,Used Kia Cerato 2017 for sale Cairo,automatic,2017
,Cairo,,Dark grey,gas,"165,000 Km",https://eg.hatla2ee.com/en/car/chery/Tiggo-7/7002079,Chery,Tiggo 7,745000,Used Chery Tiggo 7 2022 for sale Cairo,automatic,2022
,Alexandria,,Black,gas,"195,000 Km",https://eg.hatla2ee.com/en/car/skoda/Octavia-A5/7002080,Skoda,Octavia A5,520000,Used Skoda Octavia A5 2007 for sale Alexandria,automatic,2007
,Dokki,,Red,gas,"270,000 Km",https://eg.hatla2ee.com/en/car/renault/logan/7001881,Renault,Logan,350000,Used Renault Logan 2015 for sale Dokki,manual,2015
,Monufia,,Silver,gas,0 Km,https://eg.hatla2ee.com/en/car/peugeot/504/7002014,Peugeot,504,82000,Used Peugeot 504 1978 for sale Monufia,manual,1978
,Dakahlia,,Red,gas,"30,000 Km",https://eg.hatla2ee.com/en/car/kia/picanto/7002091,Kia,Picanto,650000,Used Kia Picanto 2015 for sale Dakahlia,automatic,2015
,6 October,,Blue,gas,"118,826 Km",https://eg.hatla2ee.com/en/car/lifan/lifan-320/6999885,Lifan,320,180000,Used Lifan 320 2010 for sale 6 October,manual,2010
Sedan,Nasr city,,Dark red,gas,"70,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/optra/7002094,Chevrolet,Optra,600000,Used Chevrolet Optra 2019 for sale Nasr city,automatic,2019
,Tagamo3 - New Cairo,,Brown,gas,"142,000 Km",https://eg.hatla2ee.com/en/car/volks-wagen/jetta/6995556,Volkswagen,Jetta,820000,Used Volkswagen Jetta 2012 for sale Tagamo3 - New Cairo,automatic,2012
,El Minya,,Dark blue,gas,"250,000 Km",https://eg.hatla2ee.com/en/car/fiat/uno/7002104,Fiat,Uno,120000,Used Fiat Uno 1993 for sale El Minya,manual,1993
,10th of Ramadan,,White,gas,"50,000 Km",https://eg.hatla2ee.com/en/car/kia/K3/6999914,Kia,K3,1250000,Used Kia K3 2024 for sale 10th of Ramadan,automatic,2024
,Alexandria,,Silver,gas,"120,000 Km",https://eg.hatla2ee.com/en/car/fiat/puntu/7002115,Fiat,Punto,580000,Used Fiat Punto 2016 for sale Alexandria,automatic,2016
,Alexandria,,Green,gas,0 Km,https://eg.hatla2ee.com/en/car/toyota/tercel/7002119,Toyota,Tercel,160000,Used Toyota Tercel 1996 for sale Alexandria,manual,1996
,Hurghada,,Cyan,gas,"172,500 Km",https://eg.hatla2ee.com/en/car/hyundai/elantra/7002123,Hyundai,Elantra,475000,Used Hyundai Elantra 2008 for sale Hurghada,automatic,2008
SUV,Beheira,,Black,gas,,https://eg.hatla2ee.com/en/new-car/imported/jetour/X70-Plus/7000729,Jetour,X70 Plus,1500000,Imported new Jetour X70 Plus 2024 for sale Beheira,automatic,2024
,Mansoura,,Olive,gas,"30,000 Km",https://eg.hatla2ee.com/en/car/kia/sportage/6999931,Kia,Sportage,1850000,Used Kia Sportage 2023 for sale Mansoura,automatic,2023
,Alexandria,,Red,gas,"223,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/optra/7002071,Chevrolet,Optra,350000,Used Chevrolet Optra 2010 for sale Alexandria,automatic,2010
Sedan,Sohag,,Silver,gas,"200,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/optra/7002128,Chevrolet,Optra,350000,Used Chevrolet Optra 2006 for sale Sohag,automatic,2006
,Cairo,,Red,gas,"119,000 Km",https://eg.hatla2ee.com/en/car/nissan/sunny/7002131,Nissan,Sunny,600000,Used Nissan Sunny 2022 for sale Cairo,automatic,2022
,Shobra,,Bronze,gas,"150,000 Km",https://eg.hatla2ee.com/en/car/nissan/sunny/7001987,Nissan,Sunny,410000,Used Nissan Sunny 2014 for sale Shobra,automatic,2014
MiniVans,Hadayek October,,Dark blue,gas,"174,000 Km",https://eg.hatla2ee.com/en/car/citroen/c4-picasso/7002137,Citroën,C4 Picasso,725000,Used Citroën C4 Picasso 2016 for sale Hadayek October,automatic,2016
Hatchback,Ismailia,,Cyan,gas,"140,000 Km",https://eg.hatla2ee.com/en/car/hyundai/atos/7001963,Hyundai,Atos,295000,Used Hyundai Atos 2010 for sale Ismailia,manual,2010
Sedan,Cairo,,White,gas,"60,000 Km",https://eg.hatla2ee.com/en/car/hyundai/Elantra-CN7/7002139,Hyundai,Elantra CN7,1150000,Used Hyundai Elantra CN7 2022 for sale Cairo,automatic,2022
,6 October,,Black,gas,"232,000 Km",https://eg.hatla2ee.com/en/car/renault/sandero-step-way/7002143,Renault,Sandero Step Way,390000,Used Renault Sandero Step Way 2015 for sale 6 October,manual,2015
,Obour City,,Silver,gas,"120,000 Km",https://eg.hatla2ee.com/en/car/mercedes/b-150/7002144,Mercedes,B 150,700000,Used Mercedes B 150 2006 for sale Obour City,automatic,2006
,Cairo,,Dark grey,gas,"23,000 Km",https://eg.hatla2ee.com/en/car/bmw/420/7002157,BMW,420,3600000,Used BMW 420 2023 for sale Cairo,automatic,2023
,Tanta,,Silver,gas,"68,000 Km",https://eg.hatla2ee.com/en/car/audi/q3/6999988,Audi,Q3,2150000,Used Audi Q3 2021 for sale Tanta,automatic,2021
,Tagamo3 - New Cairo,,Silver,gas,"140,000 Km",https://eg.hatla2ee.com/en/car/volks-wagen/jetta/7002174,Volkswagen,Jetta,590000,Used Volkswagen Jetta 2011 for sale Tagamo3 - New Cairo,automatic,2011
,Damietta,,Gray,gas,"149,000 Km",https://eg.hatla2ee.com/en/car/hyundai/verna/7002084,Hyundai,Verna,310000,Used Hyundai Verna 2006 for sale Damietta,manual,2006
Sedan,Giza,,Black,gas,0 Km,https://eg.hatla2ee.com/en/car/fiat/shahin/7002173,Fiat,Shahin,140000,Used Fiat Shahin 2005 for sale Giza,manual,2005
,Cairo,,Blue,gas,"308,000 Km",https://eg.hatla2ee.com/en/car/renault/logan/7002176,Renault,Logan,300000,Used Renault Logan 2013 for sale Cairo,automatic,2013
,Ismailia,,Blue,natural gas,"166,700 Km",https://eg.hatla2ee.com/en/car/byd/f3/7001960,Byd,F3,395000,Used Byd F3 2020 for sale Ismailia,manual,2020
,Al Shorouk,,White,gas,"265,000 Km",https://eg.hatla2ee.com/en/car/subaru/xv/7002178,Subaru,XV,840000,Used Subaru XV 2016 for sale Al Shorouk,automatic,2016
,Alexandria,,Silver,gas,"77,000 Km",https://eg.hatla2ee.com/en/car/ford/kuga/7002180,Ford,Kuga,850000,Used Ford Kuga 2017 for sale Alexandria,automatic,2017
Sedan,Tagamo3 - New Cairo,,Silver,gas,"152,000 Km",https://eg.hatla2ee.com/en/car/renault/logan/7002184,Renault,Logan,390000,Used Renault Logan 2015 for sale Tagamo3 - New Cairo,manual,2015
,Cairo,,Silver,gas,"165,000 Km",https://eg.hatla2ee.com/en/car/kia/carens/7002182,Kia,Carens,630000,Used Kia Carens 2010 for sale Cairo,automatic,2010
,El Haram,,Gray,gas,0 Km,https://eg.hatla2ee.com/en/car/seat/ibiza/7002191,Seat,Ibiza,95000,Used Seat Ibiza 1989 for sale El Haram,manual,1989
,Alexandria,,Silver,gas,0 Km,https://eg.hatla2ee.com/en/car/daewoo/lanos/7002181,Daewoo,Lanos,235000,Used Daewoo Lanos 2008 for sale Alexandria,manual,2008
,Giza,,Silver,gas,"195,000 Km",https://eg.hatla2ee.com/en/car/hyundai/IX-35/7002202,Hyundai,IX 35,940000,Used Hyundai IX 35 2014 for sale Giza,automatic,2014
Sedan,Giza,,Dark red,gas,"186,000 Km",https://eg.hatla2ee.com/en/car/fiat/siena/7002201,Fiat,Siena,145000,Used Fiat Siena 2000 for sale Giza,manual,2000
,Heliopolis,,Silver,gas,"90,000 Km",https://eg.hatla2ee.com/en/car/hyundai/avante/7002212,Hyundai,Avante,850000,Used Hyundai Avante 2012 for sale Heliopolis,automatic,2012
,Hadayek October,,Dark red,gas,"150,000 Km",https://eg.hatla2ee.com/en/car/byd/f3/7002211,Byd,F3,470000,Used Byd F3 2020 for sale Hadayek October,manual,2020
Sedan,6 October,,White,gas,"220,000 Km",https://eg.hatla2ee.com/en/car/kia/rio/6957016,Kia,Rio,520000,Used Kia Rio 2013 for sale 6 October,automatic,2013
,Hadayek October,,Silver,gas,"117,000 Km",https://eg.hatla2ee.com/en/car/suzuki/maruti/7002221,Suzuki,Maruti,135000,Used Suzuki Maruti 2010 for sale Hadayek October,manual,2010
,Al Shorouk,,Silver,gas,"200,000 Km",https://eg.hatla2ee.com/en/car/volks-wagen/pointer/7002230,Volkswagen,Pointer,195000,Used Volkswagen Pointer 2004 for sale Al Shorouk,manual,2004
,Tagamo3 - New Cairo,,Blue,gas,"80,000 Km",https://eg.hatla2ee.com/en/car/renault/Kadjar/7002232,Renault,Kadjar,1050000,Renault Kadjar 2020,automatic,2020
,Damanhur,,Brown,gas,"108,000 Km",https://eg.hatla2ee.com/en/car/opel/astra/7002229,Opel,Astra,640000,Used Opel Astra 2015 for sale Damanhur,automatic,2015
,Heliopolis,,Black,gas,"237,000 Km",https://eg.hatla2ee.com/en/car/mercedes/mercedes-500/7002236,Mercedes,500,800000,Used Mercedes 500 2003 for sale Heliopolis,automatic,2003
,Alexandria,,Brown,gas,"160,000 Km",https://eg.hatla2ee.com/en/car/fiat/tipo/7002239,Fiat,Tipo,770000,Used Fiat Tipo 2021 for sale Alexandria,automatic,2021
,Tagamo3 - New Cairo,,Dark blue,gas,"125,000 Km",https://eg.hatla2ee.com/en/car/bmw/x3/7002242,BMW,X3,1775000,Used BMW X3 2016 for sale Tagamo3 - New Cairo,automatic,2016
,Nasr city,,Silver,gas,"116,600 Km",https://eg.hatla2ee.com/en/car/moris-garage/mg-5/7001983,MG,5,700000,Used MG 5 2021 for sale Nasr city,automatic,2021
,Kom Ombo,,Black,gas,"20,000 Km",https://eg.hatla2ee.com/en/car/toyota/hilux/7002243,Toyota,Hilux,1000000,Used Toyota Hilux 2011 for sale Kom Ombo,manual,2011
Sedan,Giza,,Red,gas,"135,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/aveo/6969626,Chevrolet,Aveo,365000,Used Chevrolet Aveo 2009 for sale Giza,automatic,2009
,Gharbia,,Dark red,gas,"204,000 Km",https://eg.hatla2ee.com/en/car/speranza/a113/7002246,Speranza,A113,210000,Used Speranza A113 2008 for sale Gharbia,manual,2008
,Tagamo3 - New Cairo,,Gray,gas,"170,000 Km",https://eg.hatla2ee.com/en/car/bmw/320/7002259,BMW,320,1550000,Used BMW 320 2019 for sale Tagamo3 - New Cairo,automatic,2019
Sedan,Mit Ghamr,,Cyan,natural gas,"400,000 Km",https://eg.hatla2ee.com/en/car/ford/mondeo/7002265,Ford,Mondeo,190000,Used Ford Mondeo 1998 for sale Mit Ghamr,manual,1998
,Tagamo3 - New Cairo,,Gray,gas,"170,000 Km",https://eg.hatla2ee.com/en/car/bmw/318/7002267,BMW,318,1300000,Used BMW 318 2018 for sale Tagamo3 - New Cairo,automatic,2018
Sedan,Tagamo3 - New Cairo,,Black,gas,"69,000 Km",https://eg.hatla2ee.com/en/car/renault/megane/7000252,Renault,Megane,850000,Used Renault Megane 2021 for sale Tagamo3 - New Cairo,automatic,2021
,Kafr el-Sheikh,,Black,gas,"330,000 Km",https://eg.hatla2ee.com/en/car/daihatsu/terios/7002276,Daihatsu,Terios,450000,Used Daihatsu Terios 2007 for sale Kafr el-Sheikh,automatic,2007
,Mansoura,,Black,gas,"213,000 Km",https://eg.hatla2ee.com/en/car/fiat/tipo/6989228,Fiat,Tipo,695000,Used Fiat Tipo 2018 for sale Mansoura,automatic,2018
